user_id,text_id,text,timestamp,collection_phase,is_words,valence,arousal
83,206,"I am feeling good right now . I woke up feeling very tired this morning , but I ended up having a productive day by getting my bloodwork done and going shopping for an interview I have next week . I feel sleepy right now but relaxed .",2024-08-09 17:00:26,7,False,-1.0,0.0
90,604,"flustered , nuts , crazy , insane , losing it",2024-10-21 12:27:56,7,True,-2.0,1.0
137,3446,"Happy , Energized , Satisfied , Engaged",2024-11-11 12:02:09,7,True,2.0,1.0
71,4966,"This Sadness feels like a heavy , hollow ache in the chest , weighing you down . Emptiness , hopelessness , and longing mix with a sense of loss , making everyday tasks feel overwhelming and pointless . Tears , sighs , and silence accompany the emotional pain .",2024-08-31 17:00:43,7,False,-2.0,1.0
116,2382,I am okay right now . I don ' t have anything mentally overwhelming happening to me right now . I ' m still in a mental state of focus . I get really focused on getting tasks done . I ' m also a little hungry right now because I ' m another to have some food . That ' s it right now .,2024-08-13 22:02:47,7,False,1.0,1.0
33,2128,Got to watch my home team win and I am extremely happy about that . I feel very calm and excited because of our hometown football team and their win . I don’t feel anxious or anything just super happ and very excited .,2022-01-30 20:21:24,2,False,2.0,1.0
40,3391,Getting ready to have dinner with my boyfriend . He is making steak on the grill . I am excited for the dinner he is cooking . I love having sex on the grill . We are also going to have dessert later on . I found his vanilla bean ice cream in the freezer upstairs that we didn’t know we had .,2023-07-03 17:00:48,6,False,0.0,2.0
169,4318,I am worried and anxious .   I am worried about bills and food and college . I want my family to be happy and content .   I don ' t want to worry them and enjoy life . I hope to be a good parent . I am looking forward to a mini trip .,2024-08-21 17:01:59,7,False,1.0,0.0
2,92,"Relaxed , Hungry , Satisfied , Content , Calm",2022-09-16 20:01:48,4,True,2.0,0.0
142,3587,I am feeling a little tired because I was up a lot last night with my mother . I have to keep track of her getting up at night to use the bathroom so that she doesn’t fall . The hospice nurse came to evaluate my mom for a catheter . I’m sharing this information with my sister and mom so that we can decide how to proceed .,2024-11-12 17:01:54,7,False,0.0,1.0
27,1657,On the way to work . Feeling fine . Driving right now forgive the nonsense ifucjchchcjcjcjfjcuffgvcdccccccccccvvgggvvvvcccccvvvccvvxcvcvcccccccccxxcccccccccccchbbbvvvvbvccffccccccccccccccvvvcccvvvbbbbvcvvbbvvgvvvvvfvvggfffffvvcfcccccfffffvvccggfggvcvvvggccffffcccccvvhgffg,2022-04-29 15:26:00,3,False,0.0,1.0
2,45,"Relaxed , Productive , Calm , Comfy , Content",2022-02-18 20:07:53,2,True,2.0,0.0
40,3403,I just got home . My cousin invited me to dinner to celebrate her birthday . I just have to get ready . The weather is crappy it’s maintained me feeling lazy like I don’t want to do anything it’s pretty cold also .,2023-06-23 20:02:45,6,False,0.0,2.0
96,1241,"Hungry , Relieved , Tired , Dull , Sleepy",2024-11-10 22:03:06,7,True,1.0,1.0
94,796,"Sadness is an emotion that can be described as a feeling of unhappiness , sorrow , or grief . It can also be characterized by feelings of loss , disappointment , helplessness , or despair . When someone is sad , they may withdraw from others , become lethargic or quiet , or cry",2024-11-07 17:05:23,7,False,-2.0,1.0
33,2142,"Sluggish , Tired , Quiet , Content , Calm",2022-05-15 10:26:00,3,True,-1.0,0.0
131,3045,"tired , uncomfortable , hungry , neutral , content",2024-10-02 12:00:49,7,True,-2.0,0.0
99,1382,I just had breakfast with family so I am happy . I am starting to get energized for the day and I am looking forward to going on a hike . I feel a little stressed because I have a lot to get done tomorrow and because I have to start injections for a medical treatment .,2024-11-10 12:04:23,7,False,2.0,0.0
124,2668,"Happy , Content , Hopeful , Happy , Cheerful",2024-11-12 22:46:04,7,True,2.0,1.0
38,2718,"Happy , Enthusiastic , Smiling , Excited , Dancing",2022-05-09 15:00:00,3,True,2.0,2.0
45,4567,"Relieved , Annoyed , Angry , Unheard",2021-05-15 13:49:20,1,True,0.0,1.0
120,2503,I am currently feeling neutral as I am engaged with many items at work today with which require my full focus and concentration .   I am also relatively relaxed as most of the work has been completed and deadlines will be met .,2024-11-04 17:08:15,7,False,0.0,1.0
45,4580,"I am feeling very tired today .   It is a rainy day and it’s melting the blizzard down to a manageable level , but it is foggy and the air is thick .   It is one of those chicken soup and a book type of days .   But I have to work .   Hopefully I make one million dollars .",2022-02-03 10:22:03,2,False,-2.0,0.0
124,2647,Right now I am feeling extremely irate . I can’t even process how I am feeling . I hate commuting with a passion and I cannot stand the people I work with . They are evil . I can’t wait until I do not work there anymore and don’t have to commute anymore .,2024-11-06 17:01:24,7,False,-2.0,1.0
1,203,"I feel great . I’ve had a day off . I’m going to go to my mom’s birthday . I love having dinner with my mom . She always treats me , but tonight I think I’ll treat her .   So I’m not sure if that maters . I’m just say that because it makes me feel happy to be having dinner with my mom .",2021-06-16 12:03:12,1,False,2.0,1.0
139,3487,"happy , fantastic , cool , delightful , reserved",2024-11-12 12:09:12,7,True,1.0,1.0
57,303,"tired , anticipating , happy , calm , calm",2024-10-29 12:00:13,7,True,0.0,0.0
